historical_index,historical_name,historical_version,normalized_name,present_in_B4B,present_in_P1B,present_in_M1L,historical_agreement,provenance_class,provenance_evidence,provenance_confidence,source_kind,source_locator,source_locator_authority,source_availability,source_query_timestamp,cardiosentinel_reference_class,reference_evidence,reference_locations,dependency_role,necessity_class,necessity_evidence,reconstructibility_class,reconstructibility_evidence,wheel_or_sdist_byte_authority,candidate_v2_disposition,disposition_basis,human_review_required,notes
121,httpx-sse,0.4.1,httpx-sse,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/httpx-sse/0.4.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (a2a-sdk, mcp)"
122,huggingface-hub,1.24.0,huggingface-hub,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/huggingface-hub/1.24.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,PYPROJECT_DECLARED,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (tokenizers, transformers); console_scripts=3"
123,humanize,4.14.0,humanize,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/humanize/4.14.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (jinja2-humanize-extension, prefect)"
124,hyperframe,6.1.0,hyperframe,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/hyperframe/6.1.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (h2)
125,idna,3.10,idna,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/idna/3.10/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> requests,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> requests,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
126,importlib-metadata,8.7.0,importlib-metadata,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/importlib-metadata/8.7.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 11 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=11 (build, google-cloud-core, gunicorn, keyring)"
127,incident-management,0.1.0,incident-management,True,True,True,ALL_THREE_AGREE,LOCAL_EDITABLE,direct_url.json editable=true url=file:///home/AI_POC/adk-incident-mgmt-agent,LOCAL_DIAGNOSTIC_ONLY,LOCAL_EDITABLE,https://pypi.org/pypi/incident-management/0.1.0/json,LOCAL_DIAGNOSTIC_ONLY,NOT_AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,local source path with no J1 closure or transitive relation established,,UNRELATED_OR_CONTAMINATING_CANDIDATE,UNKNOWN,no direct import and no transitive relation established,LOCAL_ONLY_SOURCE,only a local filesystem path is known,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no CardioSentinel necessity established; removal not yet authorized,True,
128,iniconfig,2.3.0,iniconfig,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/iniconfig/2.3.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,reached via Requires-Dist from declared dev extra (pytest),,TEST_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,in the pytest/ruff dependency closure; absent from the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_TOOLING_FROM_SCIENTIFIC_RUNTIME,"declared dev tooling closure, not in the J1 closure",False,required_by=1 (pytest)
129,installer,0.7.0,installer,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/installer/0.7.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry)
130,invoke,2.2.1,invoke,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/invoke/2.2.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (fabric, paramiko); console_scripts=2"
131,ipython,9.6.0,ipython,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/ipython/9.6.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (controlflow); console_scripts=2
132,ipython-pygments-lexers,1.1.1,ipython-pygments-lexers,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/ipython-pygments-lexers/1.1.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (ipython)
133,jaraco-classes,3.4.0,jaraco-classes,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jaraco-classes/3.4.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (keyring)
134,jaraco-context,6.0.1,jaraco-context,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jaraco-context/6.0.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (keyring)
135,jaraco-functools,4.3.0,jaraco-functools,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jaraco-functools/4.3.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (keyring)
136,jedi,0.19.2,jedi,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jedi/0.19.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (ipython)
137,jeepney,0.9.0,jeepney,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jeepney/0.9.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (keyring, secretstorage)"
138,jinja2,3.1.6,jinja2,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jinja2/3.1.6/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from torch,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from torch,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
139,jinja2-humanize-extension,0.4.0,jinja2-humanize-extension,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jinja2-humanize-extension/0.4.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect)
140,jiter,0.11.1,jiter,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 102 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jiter/0.11.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (anthropic, openai)"
141,joblib,1.5.3,joblib,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/joblib/1.5.3/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from scikit-learn,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from scikit-learn,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
142,joserfc,1.6.5,joserfc,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/joserfc/1.6.5/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (authlib)
143,jsonpatch,1.33,jsonpatch,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jsonpatch/1.33/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (langchain-core, prefect)"
144,jsonpointer,3.0.0,jsonpointer,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jsonpointer/3.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (jsonpatch)
145,jsonschema,4.25.0,jsonschema,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jsonschema/4.25.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 5 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=5 (altair, google-adk, litellm, mcp); console_scripts=1"
146,jsonschema-specifications,2025.4.1,jsonschema-specifications,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/jsonschema-specifications/2025.4.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (jsonschema)
147,keyring,25.6.0,keyring,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/keyring/25.6.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry); console_scripts=1
148,kiwisolver,1.4.9,kiwisolver,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 101 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/kiwisolver/1.4.9/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
149,langchain-anthropic,1.0.0,langchain-anthropic,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/langchain-anthropic/1.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (controlflow)
150,langchain-core,1.0.2,langchain-core,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/langchain-core/1.0.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 4 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=4 (controlflow, langchain-anthropic, langchain-google-genai, langchain-openai)"
